1 1
240 3
389 3
420 4
491 1
724 2
934 4
1011 2
1071 3
1171 5
1351 4
1471 2
1531 4
1621 4
1721 4
1831 4
2001 4
2101 4
2201 1
2271 2
2321 4
2451 4
2551 4
2661 4
2731 4
2821 2
