"state","S1","S2","S3","S4","executionTime"
2,0.0134290021725492,0.728816466009918,0.25775453181753,3.16729950115329e-15,62.8730625999902
4,4.20607022833974e-13,2.75517993026421e-06,1.30992340356299e-05,0.999984145585613,108.368001932697
2,0.110211207193031,0.466000749738069,0.4237880430689,3.52814010883469e-16,61.6173624979012
1,0.999999077450771,4.97399883618902e-07,4.25149345303018e-07,2.19731438516653e-43,28.3748224806528
1,0.999999979255292,2.9092351190061e-14,2.07446786304035e-08,1.37987005261842e-46,25.9657465284762
4,4.8784595586329e-12,8.08805880772266e-13,2.49409654900898e-05,0.999975059028823,107.218067739528
1,0.999989999176263,5.53814385040775e-06,4.46267988700668e-06,3.19323812562057e-38,34.2586501060857
1,0.999999999800071,2.89660021885544e-15,1.99925662643358e-10,3.18461039862031e-54,18.5474830040503
4,1.22122374532197e-12,3.16325406179869e-15,8.49376089116117e-06,0.999991506237884,108.723545920569
3,0.178034110942753,0.432539187165141,0.389426701892107,6.17710619548595e-17,60.3219258321156
4,3.33552971318533e-13,5.31048696360206e-06,9.86826263870377e-06,0.999984821250064,108.115280541122
4,5.06870942596944e-13,3.43864335544388e-06,6.05365426233929e-06,0.999990507701875,108.916597708152
3,0.183312739489202,0.429887945885859,0.386799314624939,5.52040665015446e-17,60.2399227430868
4,3.26941370192184e-12,3.27496578811679e-05,5.80746328233785e-05,0.999909175706026,105.6826988996
1,0.99999983921804,8.9041582109456e-08,7.17403780619926e-08,4.62403719231386e-45,27.187759878523
1,0.999991145794715,2.09237104872843e-12,8.85420319278355e-06,1.4846622694916e-36,36.3726278535063
1,0.999999921750516,2.28996159471228e-12,7.82471945190732e-08,2.14627339054177e-44,28.170610276525
4,2.2675863629032e-12,1.65461498908894e-12,1.37492343286837e-05,0.999986250761749,108.045680890933
1,0.999999999799416,1.0990054802654e-10,9.06837180365365e-11,4.89198463001126e-56,16.5554978118992
1,0.999999988491207,9.30554533136973e-18,1.15087931248868e-08,1.47324527640485e-47,24.9997358103827
1,0.999998224467489,6.75220850932968e-14,1.77553244351269e-06,3.17381108767508e-39,33.5206111914073
1,0.999999885965592,6.69453689148344e-13,1.14033739131862e-07,8.99864065920027e-44,28.8034367863679
1,0.999999971510105,1.07228700033314e-14,2.84898842723733e-08,4.60572357677847e-46,26.4890621957701
1,0.999999080520687,8.66190339207068e-14,9.1947922586808e-07,2.57020915741515e-40,32.3726266914788
1,0.999999914347928,2.60330687112926e-13,8.56518115435195e-08,3.02762113670888e-44,28.3222348308164
1,0.99999999726556,7.68463211349597e-16,2.73443952954599e-09,6.32751045102091e-50,22.6741877420302
1,0.999999600178197,3.61639935606638e-15,3.9982179887641e-07,1.07147169709159e-41,30.9357281321399
4,1.47015328980756e-11,3.75405771542309e-11,5.87131695427176e-05,0.999941286778215,106.047744859505
1,0.99999872133586,7.08611367609034e-07,5.70052772510361e-07,1.23600920330758e-41,30.6833700030356
1,0.999999871286566,2.42625208556595e-13,1.28713191227105e-07,1.4268827302859e-43,29.0076104582473
1,0.999999989364423,4.50898374207629e-15,1.0635571919712e-08,1.09196685540986e-47,24.8709287476898
1,0.999999992498971,2.62539104002224e-16,7.50102891761231e-09,2.90280919903275e-48,24.3025473835483
1,0.999999996266555,9.1976663942e-17,3.73344474924162e-09,2.05956516464199e-49,23.1744490891241
3,0.0532869662793574,9.92420496231837e-09,0.946713023796176,2.62150218918508e-13,66.4518693647255
2,0.00266752616626666,0.743032999358328,0.254299474475373,3.20807021496172e-14,64.7033631989183
1,0.999999670903203,1.00551784437686e-07,2.28545012376336e-07,1.29101624500953e-44,27.3372712205532
1,0.999999980451711,1.47353073041034e-14,1.95482747033335e-08,1.10115939717194e-46,25.8680084719253
1,0.999999714570142,1.8456506671649e-14,2.85429839138881e-07,2.96464786792643e-42,30.3591501027124
1,0.99999999734035,2.49059007506838e-15,2.65964730747555e-09,5.69634162126089e-50,22.6297312787751
1,0.999999986917517,1.14662001458669e-16,1.30824831476688e-08,2.39638899602283e-47,25.2092315699384
1,0.999999967173745,1.41776289114938e-15,3.2826254035355e-08,7.89093673196065e-46,26.7234810754855
1,0.999999996792321,3.4566346159442e-16,3.20767864324863e-09,1.15859240039746e-49,22.9303666397954
1,0.999999136748294,9.15649660850014e-15,8.63251696820083e-07,2.01998275508162e-40,32.2631352290742
1,0.999999624130509,1.07329233149226e-12,3.75868417556104e-07,8.46588471455173e-42,30.8298257092233
1,0.999986722113823,1.6420850262906e-11,1.32778697561528e-05,7.01527049995965e-36,37.1032833007153
1,0.999999999549684,1.94834230768458e-14,4.50296220956048e-10,6.85409554598399e-53,19.8144200182955
1,0.999942525029546,8.47003458680913e-14,5.74749703698216e-05,1.9436559729344e-33,39.7860086437408
4,1.75576983084835e-11,6.21547852293591e-09,6.73776631045763e-05,0.999932616103859,105.861650915567
1,0.999999718037191,1.56201826303732e-07,1.25760982817742e-07,3.91022034160439e-44,28.1245178848623
1,0.999997497850015,1.03928339083533e-12,2.50214894593996e-06,1.17782022125343e-38,34.1235986287469
4,4.78756593845145e-12,9.61026019604057e-11,2.45792192695531e-05,0.99997542067984,107.23823612741
1,0.999999905092603,5.2539658147694e-08,4.2367739387135e-08,6.24746336150183e-46,26.3153217857775
1,0.999999999879548,1.65264825861357e-17,1.20451754886965e-10,4.69737414284852e-55,17.7630334435045
1,0.999999286868066,5.78841860378834e-16,7.13131933558406e-07,9.74237054270373e-41,31.9322692346142
1,0.999999551165783,1.05873712638024e-12,4.48833158103655e-07,1.66530388360438e-41,31.1341984991744
3,0.195456978143497,1.0453384517714e-06,0.804541976518048,2.934402152537e-15,62.9462178512862
2,0.00608739385482536,0.739746277774812,0.254166328370307,5.55574521556251e-14,65.1494177478134
4,4.09183771686689e-12,1.64340561027974e-05,7.66828239201395e-05,0.999906883115885,105.931740488135
1,0.99999992414392,4.19850815758863e-08,3.38709984827498e-08,2.66948412961141e-46,25.9464086613439
1,0.999999940217857,6.69068447900246e-15,5.97821363934761e-08,7.70881740552569e-45,27.7203518142695
1,0.999999939123534,1.20254594365599e-14,6.08764537335187e-08,8.25946218533081e-45,27.7506432108582
1,0.999999961365122,7.76666407438491e-15,3.86348706284608e-08,1.46581071462081e-45,26.9936090031244
3,0.543153833543464,5.25693175509963e-08,0.456846113887219,1.56433213258034e-17,59.2935065842953
2,0.446799505303412,0.3969309556955,0.156269539001088,1.30829943713582e-18,57.3371351211395
4,8.61303290874296e-13,2.99746535693001e-06,1.28100282390824e-05,0.999984192505543,108.399421490536
4,9.18312575819218e-13,5.53324615131479e-06,9.61513242039435e-06,0.99998485162051,108.263170642839
4,2.03624467833774e-12,1.04544050718819e-05,1.78597284468383e-05,0.999971685864445,107.399769223982
1,0.999994514022269,3.03909164706987e-06,2.44688608364779e-06,3.21139585108359e-39,33.203199483851
4,3.71205205565865e-12,7.6708763534117e-11,2.01700446919596e-05,0.999979829874887,107.511814570772
4,1.16266663041085e-11,4.18704195668521e-05,6.90180096625943e-05,0.999889111559144,105.556533101985
4,1.11601633950026e-12,6.4668234686598e-06,1.1190149066629e-05,0.999982343026349,108.050494944727
1,0.999999748645251,1.3923757614848e-07,1.12117173262185e-07,2.52615846154413e-44,27.9322858151328
1,0.999997227448317,1.02649021527608e-12,2.77255065684759e-06,1.74378424906118e-38,34.3045856673144
1,0.999993370179313,6.05925124766665e-11,6.62976009407083e-06,4.9017873156698e-37,35.8538030527148
1,0.999995176370842,1.05491124984706e-10,4.82352366722967e-06,1.45053901508662e-37,35.2861594518322
4,6.20483580268345e-13,3.61309549041014e-11,5.01143498761359e-06,0.999994988528261,109.475166040587
1,0.999996811697678,1.76663508552987e-06,1.42166723596607e-06,4.03753612091465e-40,32.2576943354859
4,1.62438593561313e-11,1.44511656878615e-10,6.34350436818061e-05,0.999936564795563,105.943100053743
3,0.0467703416084936,0.494953056216228,0.458276602175272,6.01814882781104e-15,63.8084333740856
2,0.0424359911984362,0.491540247682446,0.466023761119117,4.08025222996595e-16,61.5725101597837
3,0.0158389891677654,0.506234376605504,0.477926634226722,8.44269405893064e-15,63.941291847458
4,1.94900522481719e-12,2.254825663442e-05,3.84700597304319e-05,0.999938981681686,106.174298126363
1,0.999998168489989,1.01496337815474e-06,8.16546632418938e-07,4.86601009085645e-41,31.2999397008988
1,0.999999916932499,2.242047671344e-13,8.30672767509013e-08,2.69443133449561e-44,28.2708329411326
1,0.999999994438088,1.51918877470181e-15,5.56191021308148e-09,9.33517825931876e-49,23.8177072122593
1,0.999999990363116,1.76502471848751e-16,9.636884188944e-09,7.51087231262428e-48,24.7101516595809
1,0.999999984628342,4.88335348891816e-16,1.53716570473063e-08,4.42012394529862e-47,25.4733162447006
1,0.999985191897528,7.48699509463906e-13,1.48081017231215e-05,1.06577207055014e-35,37.3007781371064
1,0.99999992185164,3.82481050414446e-12,7.81445355404881e-08,2.13557914842496e-44,28.1684101102886
1,0.999999909135663,2.34727261178259e-14,9.08643137614858e-08,3.79085315771769e-44,28.4214058567582
1,0.999999424152282,1.7306149944217e-13,5.75847544944584e-07,4.30840917759385e-41,31.5630440935739
1,0.999999789966531,4.00041786842522e-13,2.10033068459278e-07,9.21182178976143e-43,29.8368081478824
1,0.999999914812837,5.91433271499132e-14,8.51871037049881e-08,2.9655878653002e-44,28.3131063834528
1,0.999999952849368,1.32676848639834e-14,4.71506187118952e-08,3.12584761461131e-45,27.3246747490106
1,0.999975388621919,3.81048418675135e-12,2.46113742703571e-05,7.48202272027427e-35,38.2252562418439
4,6.56204326005766e-12,1.2155419812395e-09,3.13985632901045e-05,0.999968600214606,106.901109457463
2,0.181119502999822,0.430990126122559,0.387890370877619,5.78265175543479e-17,60.2737586797713
1,0.999999951625922,2.58863236928713e-08,2.24877540535137e-08,3.07903363780046e-48,23.5368516101493
4,1.18716398305816e-11,1.78107736663601e-12,4.97420654370984e-05,0.99995025792091,106.272662545284
1,0.999999978186353,1.20574839578935e-08,9.75616252065883e-09,2.37036232934303e-48,23.9147183252529
1,0.999999979517748,6.59137466582284e-16,2.04822508606333e-08,1.31473130930331e-46,25.9447930166406
1,0.999999998624862,9.21942835402687e-17,1.37513799744553e-09,4.68309632227103e-51,21.5768685984934
1,0.999999904975023,4.3199015732401e-16,9.50249769712592e-08,4.49507190127934e-44,28.4966183439975
1,0.220331053138355,2.15097361418737e-07,0.779668731764282,1.82065026264133e-15,62.5918272495333
1,0.999999961180943,2.99173003900604e-08,8.90175624101268e-09,6.76929130741628e-49,22.5792940450021
1,0.101096042873306,2.28070729109031e-08,0.898903934319589,3.19373631232184e-14,64.7744358869406
1,0.999968526088382,2.43009826522502e-05,7.17292896538229e-06,5.75567520112064e-39,32.1877071291946
1,0.544887406767416,9.72417869672034e-06,0.455102869053888,1.52668650738318e-17,59.2777102346146
3,0.0231149288516362,0.68641431620156,0.290470754946712,9.09169979004512e-14,65.6085257825101
2,0.106272633279558,0.293005520054732,0.60072184666571,4.5731343620694e-17,60.0502037609633
1,0.999995797295283,3.04785197972464e-06,1.15485273746432e-06,2.22610312598714e-41,30.0641224269135
1,0.999999996472708,1.33763902542376e-14,3.52727814620087e-09,1.66060510962105e-49,23.0830465168048
4,3.20175199577005e-12,9.82612474527235e-14,1.79797861008491e-05,0.999982020210599,107.671455433819
4,1.46292556471217e-12,8.02839876225746e-06,1.38118841426555e-05,0.999978159715632,107.756634293128
3,0.0214640936994973,0.503927640702606,0.474608265597828,6.94022160716692e-14,65.7614852931969
4,1.83047873996138e-13,3.40626192212386e-06,6.12450127440198e-06,0.99999046923662,108.723587553733
4,4.84912113924725e-14,5.21303601066712e-07,9.68846615553996e-07,0.999998509849735,111.579163482107
1,0.99998346576123,9.152365596026e-06,7.38187317352415e-06,2.18962342116109e-37,35.1500798335753
1,0.99999879023695,2.95216106428327e-11,1.20973352860509e-06,7.32732686419496e-40,32.8498622223401
3,0.265292851022786,2.59238241774758e-06,0.734704556594795,8.33258412853295e-16,62.0203685341869
2,0.0132541944359048,0.735956586248189,0.250789219315889,1.70150894546602e-14,64.2023565423452
4,9.61598135781935e-15,1.27077099372822e-07,6.84722469579492e-07,0.999999188200422,112.677243933756
2,0.0517811872880979,0.492863486423226,0.455355326288671,4.34393078821002e-15,63.5521940591972
3,0.00778650790264929,0.500120896652375,0.4920925954449,7.56483749199595e-14,65.7162631249486
4,3.87090006815914e-14,1.01411654913478e-06,1.80590402395714e-06,0.999997179979388,110.41457633515
1,0.999996462884454,1.9598435852027e-06,1.57727196129359e-06,6.00247219719527e-40,32.4379671841243
1,0.999998285079897,8.93833073806469e-12,1.71491116474867e-06,2.77924621671117e-39,33.459724047253
1,0.999999926531451,4.16406821093551e-13,7.34681329332278e-08,1.68869708566455e-44,28.0650393612038
1,0.999999701782681,7.24728852799297e-14,2.9821724651606e-07,3.50365121619969e-42,30.4339696961283
1,0.999999902038579,9.65804873022376e-14,9.79613247494824e-08,5.04706205526382e-44,28.5477689022808
1,0.999999227798356,2.50160612704162e-13,7.72201393734465e-07,1.31998946828744e-40,32.069980475686
1,0.999996648283201,8.54393095117393e-12,3.35170825469645e-06,3.60242943609042e-38,34.639914601019
3,0.66186050995254,3.40271068992624e-06,0.33813608733677,2.69123781300389e-18,58.1768134305512
4,3.57968772742866e-13,2.16064547366234e-06,2.82255815279318e-06,0.999995016796016,109.35342998144
4,2.19993083128904e-12,1.11198289784677e-05,1.89655616669327e-05,0.999969914607155,107.31665889665
1,0.999985965994519,7.76951248369874e-06,6.26449299682561e-06,1.16846285259139e-37,34.8586035442246
1,0.999999972349921,5.71667355470135e-13,2.76495077445232e-08,4.11043466134068e-46,26.4395795378725
1,0.999999950645597,4.50790615111328e-15,4.93543986461297e-08,3.71879716433313e-45,27.4007230082556
1,0.999999805899933,3.1684610992643e-14,1.94100035402973e-07,6.82053123506544e-43,29.7028297666075
1,0.999999027917407,6.2386448094364e-13,9.7208196929531e-07,3.17844449219362e-40,32.4692439897045
1,0.999999882291016,3.78338111315818e-13,1.17708605750483e-07,1.01534880922079e-43,28.8568827390502
1,0.999999412105763,2.28877523647574e-13,5.87894007766281e-07,4.66253768459749e-41,31.598744243841
1,0.999999756956624,4.72618839199517e-13,2.43042903760363e-07,1.60656420691149e-42,30.0851051985876
1,0.999994564541725,4.35669857257882e-12,5.4354539188222e-06,2.29129446593225e-37,35.498987791059
3,0.152924945304002,1.32506759135503e-05,0.847061804020077,7.42257286656302e-15,63.6463694417236
2,0.00276992399589423,0.740133531400502,0.257096544603355,2.49227449801673e-13,66.3679726508099
1,0.999999972044478,8.59700070913227e-09,1.93585211432008e-08,1.09820886906165e-48,23.2952033208631
1,0.999998379631599,1.03662835811586e-13,1.62036829717487e-06,2.23779029530105e-39,33.3604008426571
1,0.999999682319529,1.70273979229145e-12,3.1767876791856e-07,4.45838868849137e-42,30.5419789443634
1,0.102012995004162,8.13260879970881e-07,0.897986191734927,3.09692188779969e-14,64.7503239736786
1,0.999999555024969,3.43274450158946e-07,1.01700580561859e-07,5.45852738897808e-46,25.045596828988
1,0.999999993162878,2.2877149169566e-15,6.83711965135557e-09,2.04240195986082e-48,24.1521225497416
1,0.999999937735995,1.40670530394801e-15,6.22640036551184e-08,8.99871948104772e-45,27.7882884185171
1,0.999999819214849,3.72291554823392e-14,1.80785113798388e-07,5.2029831881465e-43,29.582271366418
1,0.999998771035291,7.34466002325719e-13,1.2289639742858e-06,7.78227098104326e-40,32.8773563338706
1,0.999999077267166,3.74967334952133e-12,9.22729084761115e-07,2.605064592543e-40,32.3787517944721
3,0.401480167601809,1.62895233422588e-06,0.598518203445856,1.09834995571721e-16,60.5927433806117
2,0.0396841248703074,0.718097811977209,0.24221806315248,3.62048410214953e-15,62.99053246383
4,5.29686344568834e-12,1.98095828071584e-05,9.36676307361081e-05,0.99988652278116,105.661931906573
1,0.999999875358678,6.90145788022772e-08,5.56267436888672e-08,1.75813505519305e-45,26.7655822762246
1,0.999999987909476,2.21592598089209e-15,1.20905214091249e-08,1.77648538980931e-47,25.0802972282876
1,0.9999998836489,4.65136234691019e-15,1.1635109521985e-07,9.71487564068204e-44,28.837333735144
1,0.999999289469621,2.73406158283169e-13,7.10530105264894e-07,9.60741314492764e-41,31.9259479193376
4,6.45301433478899e-12,3.46262217013369e-11,3.099273880901e-05,0.999969007220112,106.918973558936
1,0.999999670821359,1.8237137052931e-07,1.46807270594071e-07,7.04546292645942e-44,28.3840202290724
4,9.14314021384922e-14,2.356134667308e-13,1.12279448836981e-06,0.999998877205185,111.661098700364
4,7.54724922028243e-12,2.96946676536532e-05,4.93743027610612e-05,0.999920931022038,106.008099575596
1,0.999999671914489,1.81765493505411e-07,1.46320018022852e-07,6.95688983517207e-44,28.3784390138925
1,0.999999984972343,7.2482706302482e-15,1.50276497846297e-08,4.05613332227309e-47,25.4362148966898
1,0.999999982005998,8.91711584202302e-16,1.79940010938203e-08,8.03894491605419e-47,25.7318226603985
1,0.999999999041645,5.63688699769119e-17,9.58355114414442e-10,1.19372761573468e-51,21.0041764755185
1,0.999999736517627,8.35245877023268e-16,2.6348237214192e-07,2.18544325656185e-42,30.222678617956
1,0.999995648098169,3.78332502701604e-12,4.35189804753803e-06,9.78392121316669e-38,35.1031314418128
1,0.999999956821552,6.20611857046099e-13,4.31778272710015e-08,2.23679260056059e-45,27.1782711260234
1,0.999999912635047,1.24696135100458e-14,8.73649403745277e-08,3.2645992639932e-44,28.3554697473063
1,0.999999996482516,1.00910488077975e-15,3.51748335712857e-09,1.64319472557693e-49,23.0785738386349
1,0.999999968621745,3.64351104006012e-16,3.13782550244333e-08,6.64764509243235e-46,26.6487890888965
1,0.999999912847882,9.03983837482537e-15,8.71521089967009e-08,3.23443847719203e-44,28.3513759273196
1,0.999999993775054,1.78446298855145e-15,6.22494391967433e-09,1.43094218949624e-48,24.0000495721171
4,1.88788734019289e-12,1.13691000196593e-13,1.19223190539974e-05,0.999988077678944,108.245525270522
3,0.0563706019105243,0.490901236803374,0.452728161286098,3.30394869921938e-15,63.3379139015203
2,0.0211055398425656,0.498135647268848,0.480758812888582,3.60022533533719e-15,63.275852950531
3,0.00306830287260889,0.508129493121744,0.48880220400442,1.22768070551509e-12,67.9903774271514
4,1.84574141309149e-13,3.48758771351812e-06,6.13542623346288e-06,0.999990376985868,108.691115966213
4,4.15396324075495e-14,4.60114974663618e-07,8.583300589619e-07,0.999998681554925,111.759637152273
1,0.999996158836048,2.12824575817874e-06,1.71291819328083e-06,8.22506080449165e-40,32.5813569411537
1,0.999737695449585,1.45916797724301e-09,0.000262303091246947,6.70251231661221e-31,42.6368637159709
1,0.99999999615102,3.31417471537599e-12,3.84566586986371e-09,2.30424894357016e-49,23.2221284288988
1,0.999999907648117,1.17407414817424e-15,9.2351881610582e-08,4.03251303418322e-44,28.4486796621739
1,0.999999986130357,4.22156444590806e-15,1.38696382392372e-08,2.99150353327512e-47,25.3048555397354
1,0.999999973619122,1.20748503059583e-15,2.63808764216659e-08,3.43860342898213e-46,26.3619963738348
4,6.13967328940095e-12,1.23559417294851e-12,2.9817702736117e-05,0.999970182289889,106.972079331132
1,0.999999617462597,2.11946186105467e-07,1.70591217357125e-07,1.24763062093036e-43,28.636360651787
3,0.390024849851687,3.06662026025223e-07,0.609974843486287,1.28850548601705e-16,60.7023583338413
2,0.0131471463168051,0.733710147335023,0.253142706348074,9.82689465619772e-14,65.6175510884567
3,0.0186250337726306,0.272100049165858,0.709274917061497,1.49036412170266e-14,64.4961180704441
2,0.00670341078381686,0.738508497964563,0.254788091251596,2.44936946935937e-14,64.4915242988015
1,0.999988585498365,3.50811307046295e-06,7.90638856454371e-06,9.48115635589717e-39,33.3852804061949
1,0.99999991838415,2.13290491693276e-12,8.16137170797795e-08,2.51938282087968e-44,28.2412267471306
1,0.999999990478618,2.55882315290198e-15,9.52137943074962e-09,7.17493600359558e-48,24.6905052031609
1,0.999999734152201,8.37278511745538e-15,2.65847790642296e-07,2.26116498032905e-42,30.2379153694261
1,0.999999666692929,2.93105213710995e-13,3.33306777958756e-07,5.35407766621709e-42,30.6240915017614
1,0.999999968108912,3.50900724331014e-14,3.18910528007566e-08,7.07005612030607e-46,26.6756224836925
1,0.999996519322056,3.66406670649046e-13,3.48067757769732e-06,4.16219060041327e-38,34.7067726015737
1,0.768978009666992,2.43384834528624e-06,0.231019556484663,3.89966630463568e-19,57.0023770175597
3,0.000494414605809619,0.428878955282919,0.57062657900519,5.1106081635004e-08,77.3879942930212
2,0.00565292210268673,0.590082202966449,0.404264874930735,1.29169135458936e-13,66.0167511471488
3,0.003292520383897,0.422679591264714,0.57402788835005,1.33929972565919e-12,68.2156219270291
4,3.64619224432066e-16,3.00920693361428e-08,4.33211975564397e-08,0.999999926586733,115.618008612723
4,4.60401094317909e-14,4.99938769911548e-07,9.30302841453425e-07,0.999998569758343,111.639589675264
3,0.000202732688904352,0.481981424978458,0.5178157202858,1.22046837701453e-07,78.2167985289221
4,4.75799723989788e-19,9.95995860708578e-11,2.26509628727306e-10,0.999999999673891,125.323728848322
2,0.00142786310804282,0.496979958370374,0.501592178235343,2.86240088818972e-10,72.7679870148369
1,0.928710594493582,0.0395185001507631,0.0317709053556553,1.547280146403e-24,49.1109042299745
1,0.988421194002938,0.00112780516247713,0.0104510008345852,1.07428576935333e-24,49.9174609629201
4,2.54642312772143e-15,9.26735832507892e-10,6.72822053401416e-08,0.999999931791056,116.02485476007
4,4.18146693897216e-18,2.37020157015811e-10,5.80848815536019e-10,0.999999999182131,123.992978326045
3,0.00803767353121821,0.505121404807049,0.486840921660305,1.42714966011289e-12,68.2445680709356
4,3.89470462774349e-11,0.000246518120464009,0.000388600448583664,0.999364881392005,103.085580790176
1,0.99895420312647,0.000574678636216871,0.000471118237313317,1.87540753664701e-30,42.7975156391611
1,0.998198231949213,2.71925179246626e-06,0.001799048798995,1.14022784810963e-27,46.3684322670602
1,0.684724640093989,0.00169970806642279,0.313575651839588,1.81283630119194e-18,57.9336633632469
1,0.980430230009308,0.0115766952158434,0.00799307477484881,6.72816958299537e-25,49.3880324812145
1,0.999899986227389,2.59302181864e-06,9.74207507926772e-05,1.47853698153672e-32,40.7684048948093
3,0.00261164428549476,0.000251783699617618,0.997136569291286,2.72360196530823e-09,74.3345373297814
4,5.44622774331173e-18,3.24741734374232e-09,2.6102435735563e-09,0.999999994142339,119.183221009027
1,0.996725177908579,0.00179348153384071,0.00148134055758007,1.5692818979525e-28,45.0075580765211
1,0.999659770236377,1.63179580599106e-06,0.0003385979678166,1.79372411978347e-30,43.1238851145699
3,0.000178893387948496,0.000799206342293351,0.999011914735178,9.98553458020934e-06,81.9779102985026
4,1.49466731207064e-17,7.46471907805552e-09,5.81940735992322e-09,0.999999986715874,117.822160999635
1,0.969521858088489,0.0165467198632306,0.0139314220482799,9.98665382232634e-25,49.5195978961455
