1 3
134 1
243 2
397 1
623 4
743 3
811 2
979 3
1161 4
1221 2
1271 4
1411 1
1621 3
1721 4
1861 1
1881 3
2101 1
2341 3
2481 1
2701 4
2761 2
2801 4
2921 2
