"V1" "V2"
"1" 1001 1.62406898078893
"2" 1010 1.62406898078893
"3" 1011 0.487346789562517
"4" 1060 0.487346789562517
"5" 1061 0.436180757966032
"6" 1070 0.436180757966032
"7" 1071 0.401339743808488
"8" 1080 0.401339743808488
"9" 1081 0.301405119335323
"10" 1090 0.301405119335323
"11" 1091 0.259498857494896
"12" 1100 0.259498857494896
"13" 1101 0.207765280673003
"14" 1110 0.207765280673003
"15" 1111 0.170651028607962
"16" 1120 0.170651028607962
"17" 1121 0.155213282997022
"18" 1130 0.155213282997022
"19" 1131 0.168056874468875
"20" 1140 0.168056874468875
"21" 1141 0.174479819576638
"22" 1150 0.174479819576638
"23" 1151 0.152912630194978
"24" 1160 0.152912630194978
"25" 1161 0.160571779765037
"26" 1170 0.160571779765037
"27" 1171 0.168477882956717
"28" 1180 0.168477882956717
"29" 1181 0.19764065471213
"30" 1190 0.19764065471213
"31" 1191 0.214826272908187
"32" 1200 0.214826272908187
"33" 1201 0.220066628017906
"34" 1210 0.220066628017906
"35" 1211 0.214483501934277
"36" 1220 0.214483501934277
"37" 1221 0.219456679382765
"38" 1230 0.219456679382765
"39" 1231 0.21242870517361
"40" 1240 0.21242870517361
"41" 1241 0.210288264281122
"42" 1244 0.210288264281122
"43" 1245 0.647987283690442
"44" 1250 0.647987283690442
"45" 1251 0.629823518648949
"46" 1260 0.629823518648949
"47" 1261 0.624332890662443
"48" 1270 0.624332890662443
"49" 1271 0.622479232314947
"50" 1280 0.622479232314947
"51" 1281 0.583944124242393
"52" 1290 0.583944124242393
"53" 1291 0.563121468461357
"54" 1300 0.563121468461357
"55" 1301 0.537393734248482
"56" 1310 0.537393734248482
"57" 1311 0.509320451988211
"58" 1320 0.509320451988211
"59" 1321 0.497585843088902
"60" 1330 0.497585843088902
"61" 1331 0.502386263359626
"62" 1340 0.502386263359626
"63" 1341 0.518185067193418
"64" 1350 0.518185067193418
"65" 1351 0.513685278815771
"66" 1360 0.513685278815771
"67" 1361 0.501101093188798
"68" 1370 0.501101093188798
"69" 1371 0.496327623192328
"70" 1380 0.496327623192328
"71" 1381 0.471381308761767
"72" 1390 0.471381308761767
"73" 1391 0.462597812027379
"74" 1400 0.462597812027379
"75" 1401 0.451619505928127
"76" 1410 0.451619505928127
"77" 1411 0.453361305735351
"78" 1420 0.453361305735351
"79" 1421 0.455292077264839
"80" 1430 0.455292077264839
"81" 1431 0.451576644612869
"82" 1440 0.451576644612869
"83" 1441 0.467837359251846
"84" 1450 0.467837359251846
"85" 1451 0.454405300357228
"86" 1460 0.454405300357228
"87" 1461 0.444161972031481
"88" 1470 0.444161972031481
"89" 1471 0.466076260180849
"90" 1480 0.466076260180849
"91" 1481 0.185819670043104
"92" 1480 0.185819670043104
"93" 1481 0.186985545093954
"94" 1490 0.186985545093954
"95" 1491 0.197269365952882
"96" 1500 0.197269365952882
"97" 1501 0.190375118201702
"98" 1510 0.190375118201702
"99" 1511 0.193230667887667
"100" 1520 0.193230667887667
"101" 1521 0.192545806048755
"102" 1530 0.192545806048755
"103" 1531 0.187246097575578
"104" 1540 0.187246097575578
"105" 1541 0.190156334523108
"106" 1550 0.190156334523108
"107" 1551 0.191423018416029
"108" 1560 0.191423018416029
"109" 1561 0.192180385868313
"110" 1570 0.192180385868313
"111" 1571 0.190630082403389
"112" 1580 0.190630082403389
"113" 1581 0.193033367097031
"114" 1590 0.193033367097031
"115" 1591 0.199401369508194
"116" 1600 0.199401369508194
"117" 1601 0.189542726373808
"118" 1610 0.189542726373808
"119" 1611 0.193529653514041
"120" 1626 0.193529653514041
"121" 1627 0.65654269203951
"122" 1650 0.65654269203951
"123" 1651 0.426391234514055
"124" 1670 0.426391234514055
"125" 1671 0.393836287528814
"126" 1680 0.393836287528814
"127" 1681 0.330558278735294
"128" 1690 0.330558278735294
"129" 1691 0.296843746395554
"130" 1700 0.296843746395554
"131" 1701 0.270860992079168
"132" 1710 0.270860992079168
"133" 1711 0.268169717856391
"134" 1720 0.268169717856391
"135" 1721 0.277683230845843
"136" 1730 0.277683230845843
"137" 1731 0.251137919494537
"138" 1740 0.251137919494537
"139" 1741 0.242083386473574
"140" 1750 0.242083386473574
"141" 1751 0.239626373725971
"142" 1760 0.239626373725971
"143" 1761 0.242998423597355
"144" 1770 0.242998423597355
"145" 1771 0.219614317109058
"146" 1780 0.219614317109058
"147" 1781 0.209299072532757
"148" 1790 0.209299072532757
"149" 1791 0.218357373995675
"150" 1800 0.218357373995675
"151" 1801 0.214107683320696
"152" 1840 0.214107683320696
"153" 1841 0.641952087515665
"154" 1852 0.641952087515665
"155" 1853 0.467758247074429
"156" 1860 0.467758247074429
"157" 1861 0.484728237055933
"158" 1870 0.484728237055933
"159" 1871 0.477885866234781
"160" 1880 0.477885866234781
"161" 1881 0.452664980689522
"162" 1890 0.452664980689522
"163" 1891 0.470091933802554
"164" 1900 0.470091933802554
"165" 1901 0.462429323447118
"166" 1910 0.462429323447118
"167" 1911 0.4538221761041
"168" 1920 0.4538221761041
"169" 1921 0.453148505164164
"170" 1930 0.453148505164164
"171" 1931 0.442478453274441
"172" 1940 0.442478453274441
"173" 1941 0.449744843089282
"174" 1950 0.449744843089282
"175" 1951 0.442748610820778
"176" 1979 0.442748610820778
"177" 1980 1.62442406312591
"178" 1990 1.62442406312591
"179" 1991 0.137380074104429
"180" 2010 0.137380074104429
"181" 2011 0.128942999777952
"182" 2020 0.128942999777952
"183" 2021 0.128586738702036
"184" 2030 0.128586738702036
"185" 2031 0.122329731256047
"186" 2040 0.122329731256047
"187" 2041 0.124145404315189
"188" 2050 0.124145404315189
"189" 2051 0.126333522769975
"190" 2060 0.126333522769975
"191" 2061 0.123387639922425
"192" 2070 0.123387639922425
"193" 2071 0.122230432510285
"194" 2080 0.122230432510285
"195" 2081 0.122294933543309
"196" 2090 0.122294933543309
"197" 2091 0.123258830573115
"198" 2100 0.123258830573115
"199" 2101 0.118657126972681
"200" 2110 0.118657126972681
"201" 2111 0.118176459288833
"202" 2120 0.118176459288833
"203" 2121 0.1134827747539
"204" 2130 0.1134827747539
"205" 2131 0.107738155592551
"206" 2140 0.107738155592551
"207" 2141 0.108810586349384
"208" 2150 0.108810586349384
"209" 2151 0.108815503606891
"210" 2160 0.108815503606891
"211" 2161 0.111811258241633
"212" 2170 0.111811258241633
"213" 2171 0.114646621915583
"214" 2180 0.114646621915583
"215" 2181 0.106838278584983
"216" 2190 0.106838278584983
"217" 2191 0.116544212028391
"218" 2200 0.116544212028391
"219" 2201 0.115164690398521
"220" 2210 0.115164690398521
"221" 2211 0.114005027189175
"222" 2212 0.114005027189175
"223" 2213 0.282833308484486
"224" 2220 0.282833308484486
"225" 2221 0.28812059939244
"226" 2230 0.28812059939244
"227" 2231 0.275167445062819
"228" 2240 0.275167445062819
"229" 2241 0.279609941340944
"230" 2250 0.279609941340944
"231" 2251 0.262176073014934
"232" 2260 0.262176073014934
"233" 2261 0.262922153566816
"234" 2280 0.262922153566816
"235" 2281 0.699445075670139
"236" 2298 0.699445075670139
"237" 2299 0.285274500298034
"238" 2320 0.285274500298034
"239" 2321 0.282995893006693
"240" 2330 0.282995893006693
"241" 2331 0.29382895045653
"242" 2340 0.29382895045653
"243" 2341 0.284100432296916
"244" 2350 0.284100432296916
"245" 2351 0.273965091073243
"246" 2360 0.273965091073243
"247" 2361 0.265104764279168
"248" 2370 0.265104764279168
"249" 2371 0.254119086657606
"250" 2380 0.254119086657606
"251" 2381 0.258266305238739
"252" 2390 0.258266305238739
"253" 2391 0.24809566996173
"254" 2400 0.24809566996173
"255" 2401 0.25190020216592
"256" 2410 0.25190020216592
"257" 2411 0.254936304950516
"258" 2450 0.254936304950516
"259" 2451 0.721623088337028
"260" 2470 0.721623088337028
"261" 2471 0.728435718607296
"262" 2480 0.728435718607296
"263" 2481 0.723796409759794
"264" 2490 0.723796409759794
"265" 2491 0.698438264463798
"266" 2491 0.698438264463798
"267" 2492 0.152793720560984
"268" 2500 0.152793720560984
"269" 2501 0.15722736691517
"270" 2510 0.15722736691517
"271" 2511 0.153883359369071
"272" 2520 0.153883359369071
"273" 2521 0.151404237786799
"274" 2530 0.151404237786799
"275" 2531 0.152815143243501
"276" 2540 0.152815143243501
"277" 2541 0.155961448116768
"278" 2550 0.155961448116768
"279" 2551 0.158553737123691
"280" 2560 0.158553737123691
"281" 2561 0.151645628915063
"282" 2570 0.151645628915063
"283" 2571 0.152282636691927
"284" 2580 0.152282636691927
"285" 2581 0.158763636311665
"286" 2598 0.158763636311665
"287" 2599 1.05852437081115
"288" 2600 1.05852437081115
"289" 2601 0.18980473029901
"290" 2640 0.18980473029901
"291" 2641 0.197968836706412
"292" 2650 0.197968836706412
"293" 2651 0.193165520263957
"294" 2660 0.193165520263957
"295" 2661 0.187841351481308
"296" 2670 0.187841351481308
"297" 2671 0.182599893088502
"298" 2709 0.182599893088502
"299" 2710 1.57091233279689
"300" 2710 1.57091233279689
"301" 2711 0.151879995802655
"302" 2730 0.151879995802655
"303" 2731 0.15376316089282
"304" 2740 0.15376316089282
"305" 2741 0.153046336756703
"306" 2750 0.153046336756703
"307" 2751 0.152852547988827
"308" 2760 0.152852547988827
"309" 2761 0.153515253902439
"310" 2770 0.153515253902439
"311" 2771 0.153830078920692
"312" 2780 0.153830078920692
"313" 2781 0.1506323793474
"314" 2790 0.1506323793474
"315" 2791 0.147540229310109
"316" 2800 0.147540229310109
"317" 2801 0.15438676779536
"318" 2810 0.15438676779536
"319" 2811 0.155229468215269
"320" 2820 0.155229468215269
"321" 2821 0.15637678131307
"322" 2830 0.15637678131307
"323" 2831 0.160171452146879
"324" 2840 0.160171452146879
"325" 2841 0.163441895015855
"326" 2850 0.163441895015855
"327" 2851 0.175156241239892
"328" 2860 0.175156241239892
"329" 2861 0.168489926358862
"330" 2870 0.168489926358862
"331" 2871 0.168796412525669
"332" 2880 0.168796412525669
"333" 2881 0.174390810697804
"334" 2890 0.174390810697804
"335" 2891 0.174354461436329
"336" 2900 0.174354461436329
"337" 2901 0.170391145612038
"338" 2910 0.170391145612038
"339" 2911 0.175684512639777
"340" 3000 0.175684512639777
