"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10"
"1" 1 45.1879099768121 75.7744818599895 116.697987191146 48.1812925834675 79.0695837065578 121.575506260385 42.1945273701567 72.4793800134212 111.820468121907
"2" 242 45.1879099768121 75.7744818599895 116.697987191146 48.1812925834675 79.0695837065578 121.575506260385 42.1945273701567 72.4793800134212 111.820468121907
"3" 242 33.1933579291217 67.3650231061038 107.800397438696 37.7045025085099 71.4174279558938 110.175388593926 28.6822133497335 63.3126182563138 105.425406283466
"4" 466 33.1933579291217 67.3650231061038 107.800397438696 37.7045025085099 71.4174279558938 110.175388593926 28.6822133497335 63.3126182563138 105.425406283466
"5" 466 40.0525168690365 75.1098513510078 108.931235892233 42.1566372865346 78.8966788789257 112.945941914339 37.9483964515384 71.3230238230899 104.916529870127
"6" 563 40.0525168690365 75.1098513510078 108.931235892233 42.1566372865346 78.8966788789257 112.945941914339 37.9483964515384 71.3230238230899 104.916529870127
"7" 563 29.2010381584987 63.1158361060079 107.625597853912 31.2698741415516 66.3653009950649 109.631719082361 27.1322021754459 59.8663712169509 105.619476625463
"8" 619 29.2010381584987 63.1158361060079 107.625597853912 31.2698741415516 66.3653009950649 109.631719082361 27.1322021754459 59.8663712169509 105.619476625463
"9" 619 33.1933579291217 67.3650231061038 107.800397438696 37.7045025085099 71.4174279558938 110.175388593926 28.6822133497335 63.3126182563138 105.425406283466
"10" 715 33.1933579291217 67.3650231061038 107.800397438696 37.7045025085099 71.4174279558938 110.175388593926 28.6822133497335 63.3126182563138 105.425406283466
"11" 715 45.1879099768121 75.7744818599895 116.697987191146 48.1812925834675 79.0695837065578 121.575506260385 42.1945273701567 72.4793800134212 111.820468121907
"12" 845 45.1879099768121 75.7744818599895 116.697987191146 48.1812925834675 79.0695837065578 121.575506260385 42.1945273701567 72.4793800134212 111.820468121907
"13" 845 33.1933579291217 67.3650231061038 107.800397438696 37.7045025085099 71.4174279558938 110.175388593926 28.6822133497335 63.3126182563138 105.425406283466
"14" 1105 33.1933579291217 67.3650231061038 107.800397438696 37.7045025085099 71.4174279558938 110.175388593926 28.6822133497335 63.3126182563138 105.425406283466
"15" 1105 29.2010381584987 63.1158361060079 107.625597853912 31.2698741415516 66.3653009950649 109.631719082361 27.1322021754459 59.8663712169509 105.619476625463
"16" 1398 29.2010381584987 63.1158361060079 107.625597853912 31.2698741415516 66.3653009950649 109.631719082361 27.1322021754459 59.8663712169509 105.619476625463
"17" 1398 34.6235587843694 74.4402479752898 108.350883836392 37.5370542495512 78.1357315583154 113.295742654707 31.7100633191876 70.7447643922642 103.406025018077
"18" 1478 34.6235587843694 74.4402479752898 108.350883836392 37.5370542495512 78.1357315583154 113.295742654707 31.7100633191876 70.7447643922642 103.406025018077
"19" 1478 29.2010381584987 63.1158361060079 107.625597853912 31.2698741415516 66.3653009950649 109.631719082361 27.1322021754459 59.8663712169509 105.619476625463
"20" 1533 29.2010381584987 63.1158361060079 107.625597853912 31.2698741415516 66.3653009950649 109.631719082361 27.1322021754459 59.8663712169509 105.619476625463
"21" 1533 33.1933579291217 67.3650231061038 107.800397438696 37.7045025085099 71.4174279558938 110.175388593926 28.6822133497335 63.3126182563138 105.425406283466
"22" 1698 33.1933579291217 67.3650231061038 107.800397438696 37.7045025085099 71.4174279558938 110.175388593926 28.6822133497335 63.3126182563138 105.425406283466
"23" 1698 40.0525168690365 75.1098513510078 108.931235892233 42.1566372865346 78.8966788789257 112.945941914339 37.9483964515384 71.3230238230899 104.916529870127
"24" 1766 40.0525168690365 75.1098513510078 108.931235892233 42.1566372865346 78.8966788789257 112.945941914339 37.9483964515384 71.3230238230899 104.916529870127
"25" 1766 34.6235587843694 74.4402479752898 108.350883836392 37.5370542495512 78.1357315583154 113.295742654707 31.7100633191876 70.7447643922642 103.406025018077
"26" 1943 34.6235587843694 74.4402479752898 108.350883836392 37.5370542495512 78.1357315583154 113.295742654707 31.7100633191876 70.7447643922642 103.406025018077
"27" 1943 45.1879099768121 75.7744818599895 116.697987191146 48.1812925834675 79.0695837065578 121.575506260385 42.1945273701567 72.4793800134212 111.820468121907
"28" 2165 45.1879099768121 75.7744818599895 116.697987191146 48.1812925834675 79.0695837065578 121.575506260385 42.1945273701567 72.4793800134212 111.820468121907
"29" 2165 29.2010381584987 63.1158361060079 107.625597853912 31.2698741415516 66.3653009950649 109.631719082361 27.1322021754459 59.8663712169509 105.619476625463
"30" 2459 29.2010381584987 63.1158361060079 107.625597853912 31.2698741415516 66.3653009950649 109.631719082361 27.1322021754459 59.8663712169509 105.619476625463
"31" 2459 40.0525168690365 75.1098513510078 108.931235892233 42.1566372865346 78.8966788789257 112.945941914339 37.9483964515384 71.3230238230899 104.916529870127
"32" 2638 40.0525168690365 75.1098513510078 108.931235892233 42.1566372865346 78.8966788789257 112.945941914339 37.9483964515384 71.3230238230899 104.916529870127
"33" 2638 45.1879099768121 75.7744818599895 116.697987191146 48.1812925834675 79.0695837065578 121.575506260385 42.1945273701567 72.4793800134212 111.820468121907
"34" 2837 45.1879099768121 75.7744818599895 116.697987191146 48.1812925834675 79.0695837065578 121.575506260385 42.1945273701567 72.4793800134212 111.820468121907
"35" 2837 33.1933579291217 67.3650231061038 107.800397438696 37.7045025085099 71.4174279558938 110.175388593926 28.6822133497335 63.3126182563138 105.425406283466
"36" 3000 33.1933579291217 67.3650231061038 107.800397438696 37.7045025085099 71.4174279558938 110.175388593926 28.6822133497335 63.3126182563138 105.425406283466
