"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10"
"1" 1001 74.6663142455721 79.4541882847867 69.8784402063575 44.38506267929 49.9362819104152 38.8338434481648 116.074321231277 119.565316744595 112.583325717959
"2" 1011 74.6663142455721 79.4541882847867 69.8784402063575 44.38506267929 49.9362819104152 38.8338434481648 116.074321231277 119.565316744595 112.583325717959
"3" 1011 74.674758896317 79.4385623029641 69.9109554896699 44.3556784160999 49.8320673775137 38.8792894546861 116.119718087543 119.62075659438 112.618679580707
"4" 1021 74.674758896317 79.4385623029641 69.9109554896699 44.3556784160999 49.8320673775137 38.8792894546861 116.119718087543 119.62075659438 112.618679580707
"5" 1021 74.6689287660214 79.4086470083225 69.9292105237203 44.3090082716421 49.6393596386092 38.978656904675 116.157515949374 119.612880899466 112.702150999282
"6" 1031 74.6689287660214 79.4086470083225 69.9292105237203 44.3090082716421 49.6393596386092 38.978656904675 116.157515949374 119.612880899466 112.702150999282
"7" 1031 74.9628860733738 79.5274613008628 70.3983108458848 44.361646074579 49.6832273933413 39.0400647558167 116.201944171163 119.693364522144 112.710523820182
"8" 1041 74.9628860733738 79.5274613008628 70.3983108458848 44.361646074579 49.6832273933413 39.0400647558167 116.201944171163 119.693364522144 112.710523820182
"9" 1041 75.0868284375329 79.4820384732597 70.6916184018061 44.648114364139 49.9780446390974 39.3181840891806 116.255390121635 119.690738738071 112.820041505199
"10" 1051 75.0868284375329 79.4820384732597 70.6916184018061 44.648114364139 49.9780446390974 39.3181840891806 116.255390121635 119.690738738071 112.820041505199
"11" 1051 75.0861057461057 79.4078301838867 70.7643813083247 45.0651424822774 50.4290820750703 39.7012028894845 116.189226192526 119.583952546063 112.794499838989
"12" 1061 75.0861057461057 79.4078301838867 70.7643813083247 45.0651424822774 50.4290820750703 39.7012028894845 116.189226192526 119.583952546063 112.794499838989
"13" 1061 75.0148752091249 79.2427375614027 70.7870128568471 45.0618621547206 50.3300633039598 39.7936610054814 116.173763202367 119.549681136717 112.797845268017
"14" 1071 75.0148752091249 79.2427375614027 70.7870128568471 45.0618621547206 50.3300633039598 39.7936610054814 116.173763202367 119.549681136717 112.797845268017
"15" 1071 74.9635135874945 79.2209902393974 70.7060369355916 45.3111627725999 51.5564859807821 39.0658395644177 116.121466302697 119.479003389993 112.763929215401
"16" 1081 74.9635135874945 79.2209902393974 70.7060369355916 45.3111627725999 51.5564859807821 39.0658395644177 116.121466302697 119.479003389993 112.763929215401
"17" 1081 75.1966093134939 79.4617033787834 70.9315152482044 45.9492583290367 53.2835283158799 38.6149883421935 116.144588130681 119.440044220717 112.849132040645
"18" 1091 75.1966093134939 79.4617033787834 70.9315152482044 45.9492583290367 53.2835283158799 38.6149883421935 116.144588130681 119.440044220717 112.849132040645
"19" 1091 75.1707946285817 79.4108076363035 70.9307816208599 45.9688150694198 53.2695760751027 38.6680540637368 116.139272685129 119.425786632936 112.852758737322
"20" 1101 75.1707946285817 79.4108076363035 70.9307816208599 45.9688150694198 53.2695760751027 38.6680540637368 116.139272685129 119.425786632936 112.852758737322
