"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13"
"1" 1001 44.6036859954981 50.0310737948116 39.1762981961846 73.7197846800597 81.3969131575433 66.0426562025761 74.1888593107343 81.6640906630068 66.7136279584618 115.751743058063 121.235355609917 110.268130506209
"2" 1011 44.6036859954981 50.0310737948116 39.1762981961846 73.7197846800597 81.3969131575433 66.0426562025761 74.1888593107343 81.6640906630068 66.7136279584618 115.751743058063 121.235355609917 110.268130506209
"3" 1011 38.711263141757 44.3536062381488 33.0689200453652 73.9424989608948 80.4100858764026 67.4749120453869 73.7007621675906 79.7612316650972 67.640292670084 108.251740770229 114.17644469775 102.327036842708
"4" 1061 38.711263141757 44.3536062381488 33.0689200453652 73.9424989608948 80.4100858764026 67.4749120453869 73.7007621675906 79.7612316650972 67.640292670084 108.251740770229 114.17644469775 102.327036842708
"5" 1061 38.5666907494908 44.2394518387939 32.8939296601878 72.9788500660295 79.9834355557649 65.9742645762941 73.1152670648701 79.2458459580169 66.9846881717233 108.319917079087 114.096701094556 102.543133063618
"6" 1071 38.5666907494908 44.2394518387939 32.8939296601878 72.9788500660295 79.9834355557649 65.9742645762941 73.1152670648701 79.2458459580169 66.9846881717233 108.319917079087 114.096701094556 102.543133063618
"7" 1071 38.3665976439167 44.1305615828033 32.6026337050301 72.6086973286955 79.8315466607066 65.3858479966844 72.914324796387 79.1349367592893 66.6937128334847 108.179101344137 113.847514883571 102.510687804703
"8" 1081 38.3665976439167 44.1305615828033 32.6026337050301 72.6086973286955 79.8315466607066 65.3858479966844 72.914324796387 79.1349367592893 66.6937128334847 108.179101344137 113.847514883571 102.510687804703
"9" 1081 37.5638955766531 43.295820560105 31.8319705932012 71.5231316420988 78.5721362661982 64.4741270179994 71.8782584292933 78.1892678312068 65.5672490273797 107.985666244788 113.369367825562 102.601964664014
"10" 1091 37.5638955766531 43.295820560105 31.8319705932012 71.5231316420988 78.5721362661982 64.4741270179994 71.8782584292933 78.1892678312068 65.5672490273797 107.985666244788 113.369367825562 102.601964664014
"11" 1091 37.0239050704439 42.6593467211336 31.3884634197542 71.0955851743119 78.0354071000692 64.1557632485546 71.4247084416472 77.5047058603798 65.3447110229146 108.049894747073 113.086374132842 103.013415361304
"12" 1101 37.0239050704439 42.6593467211336 31.3884634197542 71.0955851743119 78.0354071000692 64.1557632485546 71.4247084416472 77.5047058603798 65.3447110229146 108.049894747073 113.086374132842 103.013415361304
"13" 1101 36.461681364794 42.0314205913486 30.8919421382394 70.3125614245513 77.1953788160286 63.429744033074 70.9002712790876 76.9081329757091 64.8924095824661 108.18440856184 113.066199339429 103.302617784251
"14" 1111 36.461681364794 42.0314205913486 30.8919421382394 70.3125614245513 77.1953788160286 63.429744033074 70.9002712790876 76.9081329757091 64.8924095824661 108.18440856184 113.066199339429 103.302617784251
"15" 1111 36.1317279997029 41.6777676416542 30.5856883577516 69.9897486127207 76.7994879291645 63.1800092962769 70.6162350140628 76.5183536025187 64.7141164256069 108.369651178486 113.13909917878 103.600203178192
"16" 1121 36.1317279997029 41.6777676416542 30.5856883577516 69.9897486127207 76.7994879291645 63.1800092962769 70.6162350140628 76.5183536025187 64.7141164256069 108.369651178486 113.13909917878 103.600203178192
"17" 1121 35.8831523992399 41.4695386224228 30.296766176057 69.6520162330087 76.3822858675952 62.9217465984222 70.2484058105191 76.1291121197151 64.3676995013231 108.498044645067 113.252955556942 103.743133733192
"18" 1131 35.8831523992399 41.4695386224228 30.296766176057 69.6520162330087 76.3822858675952 62.9217465984222 70.2484058105191 76.1291121197151 64.3676995013231 108.498044645067 113.252955556942 103.743133733192
"19" 1131 35.8860637625068 41.4365117476908 30.3356157773228 69.4067944072781 76.223702013537 62.5898868010192 69.5522642570031 76.7090847037576 62.3954438102486 108.50461051765 113.225009710623 103.784211324677
"20" 1141 35.8860637625068 41.4365117476908 30.3356157773228 69.4067944072781 76.223702013537 62.5898868010192 69.5522642570031 76.7090847037576 62.3954438102486 108.50461051765 113.225009710623 103.784211324677
